abdul: munar dusay tabara soley albert jaime gasol tauler abdul ayza
superintendent: superintendente inspector inspectora inspectoría comisionado comisiona superintendentes subcomisario subinspector superintendencias
supplement: suplementar suplemento suplementos suplementaria suplementarias suplementarios suplementación suplementario complementar gacetilla
supplied: suministrado suministraba suministrada suministró suministrados suministradas suministrando suministraban suministra suministran
supporter: partidario apoyó apoyado simpatizante ferviente opositor apoyaba apoyando acérrimo simpatizó
supposedly: supuestamente aparentemente parecer presumiblemente presume equivocadamente cree creencia supuesto presuntamente
surely: atenernos entendernos conozcamos imagino admitimos entendemos digo acaso sinceramente tampoco
surgeon: cirujano médico traumatólogo otorrinolaringólogo anestesiólogo neurocirujano cirujana protomédico urólogo odontólogo
surnames: apellidos patronímicos apellidados apellido patronímico apellida apellidan antropónimos toponímicos castellanizados
surprised: sorprendería sorprendido sorprenderse sorprenda viendo sorprendida sorprendiendo sorprendía sorprender sorprendidas
surrender: rendición capitulación rendirse rindiera rindieran intimación rendiciones capitulado desertar armisticio
surrey: surrey buckinghamshire leicestershire bedfordshire hertfordshire gloucestershire lanarkshire oxfordshire wycombe warwickshire
survival: supervivencia sobrevivencia sobrevivan pervivencia sobrevivir sobreviva vitales vida sobrevida inadaptación
survivors: sobrevivientes supervivientes rescatados sobrevivieron sobrevivieran sobreviviente salvos rescatadores sobreviviendo superviviente
suspension: suspensión suspension suspensiones suspendido sustitutiva hidroneumática suspendidos suspendida suspensivos conmutar
sustainable: sostenible sustentable sostenibles sostenibilidad sustentabilidad sustentables ecológica medioambiente medioambiental ambiental
sustained: fortísimo sostenido fortísima alcanzada desvanecimiento sobrevenida sostenida ocasionándole sobrevivencia choque
swift: swift pigeon kesha rube wallaby mockingbird ke$ha heron clarkson lift
swimmers: nadadores nadadoras atletas triatletas deportistas waterpolistas piragüistas regatistas biatletas saltadores
swing: swing columpio swingers avante swings balancea brinca movida quiebro bamboleo
synthesis: síntesis sintetizar sintetizan sintetiza sintetizando sintesis sintetizado sintetizarse sintetizaron sintetizados
syracuse: syracuse siracusa philadelphia boston pittsburgh cleveland plattsburgh miami antioch rochester
tackles: tapones celtics rebotes asistencias cavs reboteadores blazers bogues rockets nuggets
tactical: táctico tácticos táctica aerotransportable tácticamente operacional tácticas tactica sigilo squadron
tactics: tácticas táctica tácticos estrategas estrategia ágiles táctico adversarias adversarios hostigamientos
tang: bahman shah humayun majid hajji rahman kayar firuz shir kabir
tan: moh moha sabi tabi mohd lagu nazar tun sabri mumin
tanzania: tanzania kenia namibia mozambique swazilandia uganda zambia malaui ghana sudán
tasmania: tasmania islands tasmanian keeling queensland hebrides tasman mainland caledonia falklands
taste: gusto dulzón regusto agridulces maridaje rancia saborear sabor exquisito amargor
technically: técnicamente perfectamente sólo efectivamente lógicamente globalmente sencillamente normativamente absolutamente virtualmente
teen: adolescente preadolescente fotonovela poliladron belano krápula flipper ninfómana lulú teen
teeth: dientes dentadura diente dentaduras colmillos incisivos mandíbulas afilados huesos cuernos
telegraph: telegraph telégrafo telegráfica telegrafo telegráfico telegram telégrafos telegráficas telegrafió telegrafista
tel: tel aviv haifa ashkelon givat netanya kiryat ramat elitzur eilat
telugu: catalán valenciano valencians butlletí històries guimerà altoaragoneses històrica alguerés quaderns
temples: templos santuarios altares templo adoratorios panteones obeliscos monumentales hipogeos templetes
temporarily: temporalmente momentáneamente permanentemente eventualmente nuevamente transitoriamente definitivamente voluntariamente dejándolos dejándolo
tenor: barítono tenor barítonos contratenor contrabajo baritono soprano contralto saxofón saxofones
tenth: decimoquinto décimo decimosegundo decimoprimer noveno octavo decimosegunda decimosextos decimoctavo decimosexto
terminology: terminológico terminológicos terminologías terminología entendidos anglicismo terminológica anglicismos extranjerismos entienden
terror: terror» terrorismo terror terrorismo» narcoterrorismo subversión subversivo bandolerismo sanguinario represión
tested: probando probados probadas probaron pruebas probado prueba probada probó probar
thames: támesis thames derwent humber mersey medway embankment spithead severn limehouse
theatrical: teatral teatralmente cinematográfica fílmica teatrales escenográfica reestrenada teatro» preestreno cinematográficas
theodore: theodore theodoro teodoro demetrius theophilus theodora basilio theodosius constantine basil
theological: teológica teológico teología teológicas teológicos dogmática teologías eclesiología cristología teológicamente
theoretical: teórica teórico teóricas teoría teóricos relativista cuántica teorías empírica epistemología
thermal: térmica térmicas térmico calorífica térmicos térmicamente termal isotérmica calorífico termopares
thesis: tesis doctoral disertación doctorado tesina doctorales versó phd tésis doctorando
threats: amenazas indiscriminados agresiones indiscriminado indiscriminadas hostigamientos amenaza indiscriminada amenazantes amenazados
threw: tiró cogió tiraron pateó pegó pegaron agarró atrapó metió echaron
thriller: thriller suspense policiaca suspenso policíaca policíaco policiaco littín fotonovela ambientada
throwing: tirar empujones golpear pateando golpeando tirando golpeándose golpeándolo golpearse tumbar
thrown: arrojado arrojarlo golpeándose echando arrojarla tirándose tirando tiraron arrojando arrojada
thunder: thunder trueno lightning tri thundering thunders rhinos stallion thundercats ox
thursday: sábado miércoles viernes martes jueves lunes mañana madrugada día víspera
tight: apretada holgada ajustada holgado floja apretado holga barrida estirados holgados
timber: madera maderas madereras ladrillera maderera horcones techumbre aserraderos tablazón sillerías
timeline: cronología cronológico cronologías cronologia resumen extra_abajo cronológica cronológicos enlacealartículo historia
tin: estaño latón arita cobre azogue almagre calico nio caliche tuilla
tiny: pequeñísimo pequeño pequeña pequeñísima pequeñísimas minúsculo pequeñita diminuta diminuto grande
tissue: tejido tisular ovárico adiposo cartílago tejidos subcutáneo tisulares espermático riñón
tobacco: tabaco tabacos tabaquera algodón antitabaco tabacaleras tabacum cigarrillos tabacal tobacco
toll: saldo peaje peajes tráfico libramiento riep hlv congestionadas torniquetes cobrándose
tomb: tumba sarcófago sepulcral funerario sepulcro mausoleo tumbas enterramiento funeraria osario
tomorrow: mueras volverás volveré volveremos muero volverán esperándote morirás volverte amanece
tonight: mañanero ventaneando resistiré atrévete tonight vuélveme trasnoche show cásate soñando
torpedo: torpedo torpedos antitorpedo antitorpedos antisubmarino antisubmarinos lanzatorpedos torpederos minisubmarinos minisubmarino
touchdowns: touchdowns asistencias ponches touchdown rebotes reboteador slugging reboteadores yardas innings
tough: dura duro durísima decidida delicada filosa floja apretada flojo aguanta
toy: juguete juguetera juguetero juguetes playmobil juguetería tragaperras tiovivo muñecos muñeco
trace: rastros trazas huellas rastrear rastro huella rastrearse rastreado rastreada rastreando
tracking: rastreo seguimiento monitoreo monitoriza monitorea rastreos monitorear monitorización monitoreado monitorean
trails: senderos senderismo paseos recorridos remontes itinerarios senderistas cascadas cabalgatas excursiones
trainer: entrenado adiestrador entrenamiento entrenaba instructor entrena entrenarlo entrenador entreno entrenar
transformation: transformación trasformación transformaciones transformacional transformadora transformante transformadoras trasforma transformara transformar
transformed: transformado transformándola transformaba transformando transformase transformándose transformó convertida transformándolo transformada
translations: traducciones traducidos traducidas textos traducción escritos traductores tradujo tradujeron aforismos
trap: trampa atrapar trampas atrapa atraparlos atraparlo atrape escapándose atraparla atrapado
traveling: viajando viajar viajaban viajan viajado viajaba viaje viajes viaja viajen
travelled: viajó viajaron viajando viajaría recorrió viajarían viajado viajase visitó viajo
travelling: viajando viajaban viajar viajaba viajase viajan viaje viajado viajen recorriera
treasure: tesoro tesoros cazatesoros cofre riquezas escondrijos escondrijo cofres milenario cofresí
treasury: tesorería tesoro aduanas erario monetario finanzas fiscal aduana monetarios recaudador
trek: trek star segafredo galactica startrek battlestar wars reboot galactic runner
trend: tendencia tendente encasillamiento vertiginoso vertiginosos decrecimiento tendencias regresivo paulatino fenómeno
triangle: triángulo triangulo triángulos equilátero trapecio isósceles cuadrilátero triangle bisectriz rectángulo
tribal: tribal tribus tribales tribu casabindo indígena catíos pilagás diaguitas belicosas
tribune: tribune heraldo herald esquire corresponsalía diario publimetro times newsweek corresponsalías
tributary: afluente tributario desemboca subafluente río distributario afluye caudaloso afluentes lugar_desembocadura
trick: truco póker acierte conseguirlo acertar pase lograrlo acierta jugarla trucos
trinidad: jamaica sinamaica panamá tobago guadalupe trinidad granadinas grenada roatán belice
troy: troy bronte melora #one navarone greek cupid reso tiffin tyre
trumpet: trompeta saxofón trombón clarinete contrabajo trompetas saxófono fliscorno vibráfono tuba
trustees: fideicomisarios síndicos directiva junta rectores institución rectora administradoras directivo fideicomiso
tuesday: sábado miércoles martes jueves viernes lunes miercoles víspera madrugada mañana
tune: melodía villancico pasodoble entona tonada cantador tonadas copla melodías bolero
twentieth: xx albores xix xx» década postrimerías xxi décadas siglo xix»
twins: mellizos gemelos twins trillizos cachorros siameses gemelas jays mellizo nephilim
twitter: twitter instagram tumblr facebook google+ tuenti hashtag youtuber tuit tweet
tyler: tyler brad brandon ryan vinnie ashley mccracken kendrick kellie dave
uganda: uganda kenia zambia sudán nigeria burundi kampala somalia suazilandia botswana
ulster: ulster úlster leinster derry connacht ireland irlandés angloirlandés scots irlandesas
uncertain: incierta desconoce incierto desconocida desconocen desconociéndose inciertos inciertas desconocemos exacta
underlying: subyacente subyace subyacen subyacentes procedimental discordancia preexistencia preexistente externalidad discordante
unified: unificado unificada unificando unificadora unificó unificaría unificaba unificados unifica independiente
unity: solidaridad reconciliación renovador asambleario patriótico unidad cohesión progreso» continuista unicidad
unofficial: extraoficial extraoficiales extraoficialmente oficial oficial» oficiales ofical oficializada oficializado oficioso
upcoming: participará convocatoria presentará anunciador iniciarán anunciada anunciado próximo anunciará participaría
upgraded: mejorada equipado equipada actualizó equipa mejoradas equipando dotándolo ampliará dotó
uprising: alzamiento insurrección levantamiento insurreción sublevación insurrecto insurrectos revuelta alzamientos insurrecciones
upset: disgustada desquitarse lastimado vencerla perderla molesto decepcionada enfadada disgusta lastimada
uruguay: uruguay paraguay uruguayo uruguaya perú uruguayana uruguay» uruguayas localidad/ciudad argentina
useless: inútil innecesaria innecesario inservible inutil contraproducente inmanejable innecesariamente innecesarios obvio
ussr: urss soviética soviético postsoviéticos soviéticas rsfs iósif soviéticos rsfsr stalin
vague: obvia incoherencia ambiguedad imprecisa ambiguo escueta incoherente mera ambigua superflua
vale: forest belford vale redbridge humber pontypridd tiverton manawatu adelaide drummond
vampire: vampiro vampir vampiros vampiresa vampira vampiresas vampires vampire vampiras vampírico
variants: variantes variante versiones diferenciadores tipos denominadores combinaciones equipan diferenciadoras intercambiables
varied: variada variado diversa variados distinta variando variaba varían amplia varió
varies: varía varían oscila variar dependiendo fluctúa difiere variará depende varia
varieties: variedades subvariedades variedad varietales autóctonas cultivares autóctonos furmint maíces gramas
velocity: m/s angular km/s flector giroscópico cm/s espaciamiento m/s² rozamiento aceleración
verified: verificado verificada verifique comprobable verificando respalden verificadas corrobore confirme verificables
verify: verificar verificarlo comprobar verificarse comprobarlo corroborar referenciar indicarlo consignar chequear
victories: victorias triunfos derrotas conseguidos logrados subcampeonatos invictos coronándose victoriosos disputados
viewing: panorámico visionado panorámicos visualización magnificación visualizada visualizaciones visualizado observación visualizados
viii: iv viii iii vii ii vi ix xiii xii xi
vinyl: vinilo vinil vinilos casete cd+dvd cassette graban graba microfon maxisingle
viola: violoncello violin viola violone concerto violonchelo violín cello violino violoncelle
vital: vital crucial fundamental esencial importantísimo clave primordial importantísima importante vitales
vocalist: vocalista guitarrista exvocalista solista exguitarrista tecladista teclista vocalistas percusionista bajista
voltage: voltaje voltajes voltios sobretensión impedancia bobinado capacitancia bobina inductancia resistor
vulnerable: vulnerable vulnerables vulnerable» vulneraba amenazada dañina desprotegidos amenazados vulnerabilidad desprotegidas
wagner: wagner reichardt wimmer heller reinhardt langhoff steiner herold eckstein kleiber
walsh: meaney whelan duffy mcquarrie matthews cavanaugh meighan scanlan haymes driscoll
walt: walt winnie disney scrooge walden pooh beetlejuice gabe mickey quimby
warnings: advertencias avisos advertencia advertidos avisados reiterados alertas aviso advertí advertido
warrior: guerrera espadachín guerreros samurái valeroso guerreras gladiador samurai paladín guerrero
watts: watts vatios megawatts vatio batchelor watt peavey ritchey hoffa maunder
wealthy: acaudalada adinerada acaudaladas adinerado acaudalado acaudalados acomodada adineradas adinerados pudiente
wednesday: miércoles sábado viernes jueves martes miercoles lunes día madrugada medianoche
westminster: westminster lambeth southwark durham gresham guildhall camberwell sherborne hampshire dalhousie
wet: mojado mojada húmeda humedecido wet seca humedece secar húmedo seco
wheels: ruedas frenos llantas bielas freno llanta resortes engranajes cardán bastidor
widow: viuda esposa viudo enviuda fallecida enviudar hija marido nuera ahijada
wilderness: wilderness desierto desierto» mountains refuge yosemite salvaje urbión áreaprotegida yellowstone
willie: louie hughie lonnie billy scottie kenny jimmie jamerson wilbert jackie
windsor: windsor rutland durham marlborough rockingham royalton saybrook leamington courthouse grafton
winnipeg: toronto sarasota evansville fargo tulsa cleveland detroit plattsburgh minneapolis niagara
wireless: inalámbrica inalámbrico inalámbricas wireless inalámbricos wifi telefonía bluetooth teléfonos wimax
wishes: desea deseos deseo reclame desee consiente intente acepte desean decida
witch: bruja hechicera maleficio maléfica embrujado endemoniada ogro hechizado hechicería hechiceras
withdraw: retirase retirarse retirasen retirar desistir retirarlo retirara retirarle retiraran retirarlos
witnesses: testigos testificaron testifican testificado acusadores interrogados interrogadores testificar interrogatorios testifica
witness: testigo testificado testifica testigos testificar testimonio testimoniar testifican testificó testificaron
wizard: mago jabberwocky hechicero wizard shazam magician sorceress magix clow minish
wore: vistieron vestía vistió vistiendo vestiría vestían vistiera lució lucieron luciendo
workshop: taller talleres galpón medialab instructivo paraninfo aula urcola workshops tinglado
worlds: mundos universos mundo universo multiverso imaginados eternos cataclismos universo» eones
worn: hebilla vestimenta vestían ceñidos vestía bordada ceñida gorra delantal chaquetas
wrestler: luchador boxeador púgil exluchadores luchadores marchador luchadora peleador exboxeador superkick
wrestlers: luchadores exluchadores marchadores luchadoras boxeadores púgiles rikishi retadores puroresu iwrg
wwe: wwe tna wcw smackdown kayfabe ecw wrestle ppv survivor wrestlemania
xbox: playstation —playstation xbox dreamcast gamecube wiiware videoconsola megadrive consola consolas
yang: wahab abdul khan pengiran khanna khalil khali muhamad ghani farhan
yankees: yankees marlins mets yanquis dodgers bravos cubs orioles reds jays
yeah: pensaré sabes volverme olvidaste echaré pensé ayudamos fíjate poquito mí
yugoslav: yugoslavas yugoslav yugoslavo yugoslava yugoslavia yugoslavos serbias serbobosnio checoslovacas serbio
zhang: khattab safwat ahmed nahyan shaykh hafez khalaf ghani khatib abdallah
zimbabwe: zimbabue zambia kenia uganda lesoto botsuana zimbabwe nigeria ruanda rodesia
zones: zonas zona zonales espacios delimitados áreas periurbanos limitantes delimitadas restringidos
zoo: zoológico zoo zoológicos aviario delfinario bioparque zoológicas zoológica mariposario parque
